,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,AVG Sales,avg order cost,Loan Amount
132,Amanda Bishop,228646.04,262482.47,214906.11,223768.35,171776.97,114070.83,102786.11,93613.9,111442.51,130900.0,126275.51,87635.85,35,0,2799,4,0,1,4,155692,55.62415148267238,313992.90132236225
133,Timothy Gonzales,50045.23,38126.62,32077.99,45280.16,44114.64,28112.15,40001.64,28457.22,49327.58,33297.4,62185.91,35059.37,55,1,926,20,0,3,0,40507,43.74406047516199,176359.08062632335
134,Melvin Wilson,242358.68,242340.23,197889.19,152964.05,550710.41,415374.37,508115.43,622471.28,590522.83,586511.0,607023.52,215362.78,76,0,1256,12,1,0,2,410970,327.20541401273886,726042.1803330778
135,Regina Mcknight,237504.97,331412.01,276907.66,288030.45,271207.08,245379.93,224625.82,301725.47,273872.57,96669.59,100314.19,109134.9,34,1,4258,13,1,0,0,229732,53.95302959135744,460777.5854855189
136,Ashley Griffin,76362.88,107667.63,108779.96,101721.6,80649.5,96861.51,98552.43,103383.6,95252.76,126146.94,105068.77,87877.24,41,1,2164,11,1,0,0,99027,45.761090573012936,192446.04944423417
137,Michael Turner,93859.85,86743.4,62295.6,171085.17,105472.13,175614.05,139971.36,81787.79,84952.67,61085.33,89090.19,102740.26,79,1,170,13,1,0,0,104558,615.0470588235294,345704.7118110067
138,Katrina Garcia,82660.45,106347.54,62478.44,75388.37,90969.09,62530.89,144057.37,154125.42,215218.97,221942.76,113318.1,102058.84,27,0,3853,10,0,1,3,119258,30.95198546587075,211180.29599555267
139,Lisa Wiley,136833.11,85387.78,145829.45,108268.41,94416.2,131794.93,114364.8,132017.55,91558.65,118685.63,141531.15,186613.98,16,0,3372,18,0,3,0,123942,36.756227758007114,495859.6015515005
140,Dustin Graves,139672.82,181153.39,147528.19,190848.5,202600.79,145961.31,137548.02,128066.11,176328.04,219155.76,607866.01,227721.25,63,0,3530,9,0,2,0,208704,59.122946175637395,404659.7454594513
141,Cristina Brown,56041.06,68505.12,49366.36,60795.98,68208.68,93814.05,109145.13,147626.71,145621.82,111474.46,52222.54,54061.61,74,0,4025,6,0,1,4,84740,21.053416149068322,263644.87185834284
142,Sara Harrison,73033.21,92247.13,76618.87,82080.66,79766.71,173064.1,197383.92,152982.12,186280.4,154490.61,179444.12,188412.99,41,0,1511,4,0,1,6,136317,90.21641297154203,165651.19123551255
143,Frank Higgins,170150.33,145154.93,227708.98,136685.38,227503.11,210461.67,163364.55,366513.44,201853.88,195647.29,235170.96,145090.28,64,1,2334,11,0,1,0,202109,86.59340188517567,534191.156106492
144,Joanna Terrell,57382.24,71564.55,72175.36,69378.56,49750.78,176647.65,183896.92,176820.24,196226.45,236625.16,176668.06,72617.15,33,0,3675,13,0,3,5,128313,34.91510204081633,220983.87506312708
145,Daniel Hernandez,371028.89,251409.81,271874.16,336595.69,324886.17,99955.47,77823.86,84346.69,126856.92,74553.72,127485.33,102880.33,66,0,1205,5,0,1,4,187475,155.58091286307055,401798.0794304501
146,Jennifer Olson,43043.24,44605.12,54803.35,51389.75,50639.71,55558.09,54899.79,41486.09,31805.17,50689.27,31820.96,90202.7,52,0,3029,10,0,1,0,50079,16.533179267084847,156230.28724218538
147,Thomas Johnston,74028.07,48687.35,53778.27,51935.82,60353.04,53825.2,77914.37,52885.22,83428.2,136664.78,118957.47,77982.33,51,1,1720,20,0,2,1,74203,43.14127906976744,260713.8633007517
148,Bonnie Hall,105346.45,124455.84,149873.06,149265.62,103571.47,167941.95,124786.92,149682.4,113873.27,165519.04,317724.08,288653.95,71,0,2120,12,0,2,1,163391,77.07122641509434,563196.6533347147
149,James Lopez,113364.37,65404.48,99043.27,79779.22,65314.23,89309.04,101132.91,128543.49,169498.59,110577.6,128369.87,172485.56,45,1,1032,7,1,0,3,110235,106.81686046511628,206274.14860551595
150,Joshua Vasquez,157590.86,132950.91,223479.92,349296.1,334519.56,203480.18,124030.94,160619.77,173070.68,181925.41,157017.13,199877.71,45,1,2052,8,0,3,2,199822,97.37914230019493,435628.4624121417
151,Dominique Nelson,144796.73,205873.7,183392.1,123234.47,225553.27,165878.48,219441.48,190168.99,222057.4,161480.65,155655.98,339703.04,16,0,4682,9,1,0,0,194770,41.599743699273816,572372.3416674967
152,Brian Schultz,61867.75,49542.06,76892.56,50211.28,42303.47,64344.36,71244.73,61927.87,23448.68,21797.49,28224.58,21821.4,34,1,2977,16,1,0,2,47802,16.057104467584818,75610.74408015309
153,Jessica Holland,209765.87,171166.47,156839.75,175316.69,200595.87,211089.68,153328.8,143774.93,236858.15,164490.14,176625.33,531749.61,24,0,2028,9,0,1,0,210967,104.02712031558185,396310.39795693284
154,Walter Reilly,103606.61,141990.6,157587.03,204795.61,290862.57,201227.22,150622.07,156475.47,157608.97,146215.99,140827.17,148818.97,22,1,594,11,1,0,0,166720,280.6734006734007,587534.7913374432
155,Deanna Guzman,221738.97,233511.9,134198.25,235575.02,171879.9,541189.09,462343.28,357402.59,400856.46,373758.15,567136.28,571176.62,47,0,3443,4,1,0,5,355897,103.36828347371478,439774.43353603804
156,Leslie Russell,109077.16,65785.32,79994.54,73812.08,101958.4,82250.9,85931.74,91628.63,113203.69,248133.52,61837.06,111599.44,66,1,2645,21,0,3,0,102101,38.60151228733459,421490.0396840741
157,Ronald Harrell,26508.27,20213.92,28165.39,27740.73,22644.78,24604.0,19966.91,32645.86,27995.96,32792.97,25988.62,32990.39,15,1,3813,7,1,0,0,26855,7.043010752688172,87991.32016177302
158,Michael Howard,55418.73,75723.89,52124.86,63521.71,57994.3,49434.2,67373.13,159833.06,152621.26,149674.61,57257.87,65697.58,61,0,3914,21,0,2,2,83890,21.433316300459886,290980.0272387617
159,Tracy Lewis,45955.05,43640.0,58758.62,38763.94,60283.23,62604.22,58595.01,63184.43,46131.24,64037.46,133821.01,96900.05,63,0,1425,18,1,0,0,64390,45.1859649122807,216215.1051985971
160,Jennifer Campbell,118539.95,84035.1,91031.5,151375.8,155063.01,178696.83,131506.95,133357.77,107143.7,105615.17,102729.78,92915.29,77,0,2644,17,0,3,2,121001,45.764372163388806,393857.86625010526
161,Jordan Wu,24707.17,31158.62,54943.79,62371.6,58866.59,72769.35,87093.51,90956.44,88900.27,79673.25,71138.36,56113.29,40,0,3666,12,0,3,9,64891,17.70076377523186,84787.8257780346
162,Juan Powell,109761.64,188208.68,84333.37,96754.96,73835.53,97366.01,79521.71,74404.51,65612.54,94834.23,83934.07,110186.69,69,0,1642,16,1,0,0,96563,58.80816077953715,390437.4601670328
163,Patricia Adams,55711.4,29120.68,41757.62,41514.86,40230.54,30962.03,45659.17,34524.1,47632.09,46377.4,32794.06,30147.69,33,1,2129,9,0,2,0,39703,18.648661343353687,165193.15140507123
164,Chad Glover,140242.42,163912.84,165821.56,152143.62,225226.49,218847.45,224301.56,398695.83,500256.63,434804.26,351036.4,538910.0,78,0,3018,12,1,0,4,292850,97.03445990722332,463775.3382338213
165,Andrew Watson,74340.5,169308.39,169740.87,137005.88,159848.24,234298.48,181926.02,222145.46,202256.18,203696.34,155718.25,130709.16,32,0,295,21,1,0,7,170083,576.5525423728814,378015.4969968077
166,Sara Jones,132239.45,153287.99,115692.57,148111.4,108429.03,151729.08,86602.42,84449.79,72045.19,96873.66,94437.08,96789.25,36,1,3983,6,1,0,3,111724,28.050213406979662,155557.7058179994
167,Dustin Harrison,21871.27,25240.22,22317.37,60720.87,81433.98,60596.89,25067.08,31349.76,31782.21,32893.9,19702.45,32379.28,17,0,2938,7,1,0,1,37113,12.632062627637849,101596.0481374563
168,Jeffrey Avila,38658.67,34274.63,31452.03,24427.95,29384.97,41038.51,24088.81,33456.26,44524.69,45051.07,43145.52,29984.44,29,0,1420,8,1,0,0,34957,24.617605633802818,144880.24017604138
169,Sabrina Duncan,96102.09,125572.77,82606.11,139819.02,99208.73,122961.22,128972.13,121783.24,135067.85,229453.41,108859.2,84262.88,60,1,4654,9,1,0,0,122889,26.405027932960895,415948.5863874452
170,Amanda Sullivan,204339.57,189770.01,400674.71,236104.86,136525.43,221437.87,165623.88,175802.43,137426.35,138340.71,203734.61,142892.35,69,0,4,5,0,2,0,196056,49014.0,848594.5191865619
171,Douglas Johnson,202406.86,151258.98,205899.86,229762.67,226284.36,149199.89,162264.07,228062.18,121815.99,122025.8,129912.53,76054.21,62,1,4708,10,1,0,7,167079,35.48831775700935,318249.6680092937
172,Meghan Livingston,163988.02,204907.85,211001.16,228397.23,211831.2,164603.75,520890.52,565589.63,493140.1,135038.32,155003.27,167239.72,27,1,2955,23,1,0,2,268469,90.85245346869712,866341.0271128351
173,Adam Farrell,63269.35,55517.76,58797.89,72965.33,119750.44,119390.49,112268.56,85228.35,127779.81,90964.36,104325.3,47755.58,66,0,3913,17,1,0,4,88168,22.532072578584206,310883.0937325876
174,Gregory Howell,202995.5,204513.33,224534.3,151294.72,208153.66,128180.25,180200.22,180833.81,226067.02,169491.83,401308.53,440361.92,27,0,601,4,0,3,1,226495,376.86356073211317,631031.7790534571
175,Sandra Taylor,32330.23,133980.4,99190.68,87256.44,118122.33,111560.43,123751.95,116269.84,43682.36,40946.39,39452.38,31948.76,42,0,136,12,1,0,5,81541,599.5661764705883,131293.56080012288
176,Samantha Castaneda,20001.48,48553.98,76807.54,68316.14,46842.57,75941.25,82060.55,60971.14,83575.55,62123.44,83628.9,28788.58,52,0,221,13,0,2,9,61468,278.13574660633486,78540.4907561175
177,Brandi Reid,123750.68,100616.77,112269.19,134096.2,109413.01,136912.52,289004.45,285643.58,261437.26,237655.65,201393.65,205989.2,54,1,4127,13,0,1,5,183182,44.38623697601163,563710.9042636567
178,Miguel Smith,49299.33,31363.24,50795.96,120946.09,119204.19,80707.35,104722.26,96794.68,30248.31,32078.18,48855.25,34647.86,34,1,985,11,1,0,0,66639,67.65380710659899,145335.4784130378
179,Barbara Paul,271669.98,384789.26,319446.82,258092.7,289140.92,453890.13,381512.66,374768.39,392507.58,442043.8,170842.59,174150.86,67,0,42,13,1,0,7,326071,7763.5952380952385,755663.9686109256
180,Dale Wiley,91172.22,120167.65,120220.37,154165.1,88927.23,111778.35,140429.72,87084.56,156943.54,293776.2,257544.03,441559.53,16,1,4882,9,1,0,2,171981,35.22757066775912,550464.2677971594
181,Matthew Fitzpatrick,120081.14,133926.15,118078.46,101714.73,93186.69,83134.93,188458.93,203376.22,166200.66,233015.64,186998.22,139401.24,40,1,2733,9,1,0,4,147298,53.89608488840103,257692.2481093194
182,Connie Diaz,156735.17,147961.38,94389.77,138975.49,120034.15,99764.52,117696.21,91930.36,142925.99,257564.09,297033.62,116324.89,15,1,3892,13,1,0,1,148445,38.14105858170606,529148.1352249588
183,Benjamin Obrien,191920.16,400908.91,500270.06,371694.51,425183.54,505932.47,461752.89,509504.2,302764.21,501909.49,322687.41,183584.63,63,0,2212,12,1,0,4,389843,176.2400542495479,483283.1456622856
184,Clarence Hatfield,169317.22,220630.5,217572.67,143617.33,174948.06,344292.4,425076.1,553505.16,352897.37,227582.77,144421.11,215492.23,39,1,488,5,0,1,3,265779,544.6290983606557,580871.7131918479
185,Patricia Kelley,62595.87,64028.26,68263.67,57378.66,70256.95,47615.05,68525.54,60764.94,51998.04,126843.18,104440.31,63078.77,20,1,4812,13,0,1,1,70482,14.647132169576059,174564.86786910912
186,Tanner Parrish,146960.03,151441.25,116926.44,201086.28,135166.48,128018.93,201776.82,181160.78,159970.66,130269.13,401100.07,315459.19,62,1,3800,5,1,0,1,189111,49.766052631578944,652048.7988625569
187,Debbie Cooke,150039.05,182684.31,197277.18,173549.07,195147.95,156518.0,202882.6,210462.95,154885.52,330870.44,159044.05,159521.44,20,0,891,7,0,1,0,189407,212.5780022446689,651536.3247367812
188,Stephen Gonzalez,81467.34,50097.1,62135.74,66720.22,71868.2,69303.1,146100.39,142353.28,103397.99,146421.28,100138.66,122549.06,35,1,762,18,1,0,3,96879,127.13779527559055,278171.32997210434
189,Kristine Johnson,102293.61,131686.15,88372.37,230346.53,296602.4,90414.23,101571.73,92308.67,129068.25,124252.58,90050.7,93285.01,50,0,4107,9,1,0,1,130854,31.861212563915267,372408.49619160424
190,Robert Myers,196235.81,138140.38,58599.12,77666.16,88777.3,68535.75,68865.87,85823.69,51869.0,53182.81,57472.19,52830.99,76,1,2353,4,1,0,0,83167,35.34509137271568,161611.05871802857
191,Nicole Bray,128288.88,143713.24,149826.67,84172.4,168523.96,179902.27,294073.27,262921.69,102736.5,129207.08,92022.54,101527.1,72,1,3276,8,0,2,3,153076,46.72649572649573,512208.98501733167
192,Julie Shaw,165818.02,178916.64,189238.87,166305.67,178393.64,131288.73,200514.73,135451.9,517270.74,175478.56,136716.17,199474.2,27,0,2196,23,1,0,0,197906,90.12112932604735,781438.5691842168
193,Kelly Nguyen,41216.38,54819.58,40929.16,40228.26,43163.41,34269.02,89258.25,142810.74,112719.01,113464.35,104891.53,101418.7,80,0,3783,8,1,0,5,76599,20.24821570182395,111095.01547024472
194,Ashley Callahan,216263.0,147101.07,257328.39,172749.01,151368.38,145870.74,207116.76,200803.67,210553.64,154305.61,213764.42,378464.91,49,1,1504,14,0,3,0,204641,136.06449468085106,862405.8348284897
195,Lori Jimenez,140620.63,139410.81,153221.22,165456.62,115455.71,153824.0,122883.24,106687.76,163431.77,170547.33,126176.35,422904.8,37,1,4713,7,0,3,0,165052,35.02058137067685,442002.8403760471
196,Richard Ford,58803.6,61845.95,169782.05,231669.8,79154.64,91234.46,71710.89,66692.94,67502.91,103682.48,80793.22,85474.63,74,1,1180,13,1,0,0,97362,82.51016949152542,309499.19603817695
197,Amanda Norman,50311.89,61225.17,62253.6,44673.32,172867.75,121001.61,174386.8,116609.59,44650.97,40304.47,46774.19,47685.26,72,0,1906,11,1,0,1,81895,42.96694648478489,148099.1601319381
198,Jessica Lee,104395.78,141791.46,102401.66,118663.2,159979.18,141123.15,96267.3,173478.45,104767.11,116289.48,449629.49,157052.61,47,1,4301,4,0,2,0,155487,36.1513601488026,321361.87258425646
199,Patricia Perez,278708.62,226317.57,240586.16,206191.33,175118.1,162961.98,264695.78,208298.67,80099.36,132202.12,81098.58,104675.11,53,1,3559,6,1,0,6,180079,50.59820174206238,274278.9483041444
200,Michael Carter,84525.13,110558.31,100149.66,93127.87,80024.42,108630.69,366898.82,351585.72,284271.43,264881.82,120257.06,112841.42,27,0,1136,7,0,3,3,173146,152.41725352112675,417789.8542659184
201,Nicole Smith,36053.74,35713.7,49230.44,86959.89,87344.25,54072.15,52515.44,48362.86,66280.18,78340.66,39690.31,27620.39,65,1,4302,9,1,0,3,55182,12.827057182705719,126149.4333751409
202,Brian Watson,94423.32,82462.21,92025.13,71241.38,97961.41,87359.07,82294.55,274074.67,219716.8,180550.33,160545.59,173805.97,57,0,735,13,1,0,4,134705,183.2721088435374,298057.09108045883
203,Dale Torres,220696.61,147161.49,168189.12,174997.8,137371.35,158585.9,176186.18,469802.55,657335.5,380727.98,567179.24,543667.25,24,1,4640,14,1,0,4,316825,68.28125,860110.6849900783
204,April Wilkinson,218420.5,192148.24,170170.6,223331.79,150284.49,227913.25,208426.05,183401.59,191220.11,250830.94,145919.99,690294.39,75,0,445,9,1,0,0,237697,534.1505617977529,654858.1419916386
205,Chad Aguilar,103500.5,181203.95,273816.61,219291.59,155130.76,156185.06,265329.53,190169.36,91109.44,63050.44,102532.91,79986.81,26,1,88,4,0,2,6,156776,1781.5454545454545,262063.60398067973
206,Thomas Webb,57565.88,52719.87,48726.11,56770.95,59458.37,46715.49,36126.92,112461.15,133536.99,47010.5,39593.94,45353.35,50,1,4363,17,1,0,1,61337,14.058446023378409,204151.3023612763
207,Allison Williams,184835.8,181756.79,172034.47,194612.55,156389.66,234182.46,193275.21,534009.24,498110.47,408141.21,210943.42,170020.3,15,0,1732,9,0,3,2,261526,150.99653579676675,907552.1501386707
208,Christine White,130749.57,157202.4,128446.33,138435.77,155366.34,434737.47,396304.18,341991.45,258113.63,286251.19,269626.73,314262.68,18,0,2065,11,0,2,6,250957,121.52881355932203,561934.9425094327
209,Amber Nelson,124238.99,75445.07,120430.91,121616.54,237980.18,253504.98,252340.01,355110.25,275333.43,215821.39,67693.08,99152.76,68,0,186,3,1,0,1,183222,985.0645161290323,208132.7688088703
210,Carla Larson,28266.84,35122.78,23776.28,34828.06,39332.72,35021.54,40000.56,51157.34,62569.4,61033.74,38968.85,33109.16,52,0,619,19,1,0,4,40266,65.05008077544427,128517.88856979852
211,Andrew Mitchell,181455.66,219505.53,223447.21,222357.65,175751.86,543737.77,585451.7,582142.45,564645.82,197552.05,186685.98,139407.77,39,1,1207,15,1,0,0,318512,263.88732394366195,559907.8428984035
212,Richard Stanton,22981.71,33187.3,38505.61,30144.82,25936.14,60641.19,30926.54,23491.86,22880.26,31820.56,24771.17,34881.8,64,0,1958,6,1,0,0,31681,16.180286006128703,96305.40167703424
213,Tracie Turner,188983.62,177211.67,241896.29,158796.03,232852.96,216479.92,217028.55,206295.56,233633.39,199429.26,498669.87,202165.6,71,1,4964,17,0,1,0,231120,46.559226430298146,920300.5508310928
214,Whitney Ochoa,150863.46,109473.88,140029.67,173801.99,136344.99,114843.1,196394.41,278901.58,303776.25,423684.93,173685.42,173030.68,27,1,4869,17,1,0,2,197903,40.64551242554939,609680.9550094769
215,Jeremy Schaefer,97332.23,63042.3,68955.23,81345.69,89987.53,144718.52,112986.11,182527.3,146025.06,176062.51,154934.44,56520.41,45,1,4370,15,1,0,1,114536,26.209610983981694,329761.30207807134
216,Daniel Mclaughlin,169038.73,245955.07,157855.85,236856.97,201684.51,165511.32,233015.89,200348.86,197755.44,249631.44,251052.92,434523.16,39,0,28,5,0,1,0,228603,8164.392857142857,459794.34191438445
217,Derek Carroll,130775.05,137665.05,210888.0,206789.81,158569.1,342809.77,514685.1,187990.37,147187.89,126175.94,216014.23,207538.46,79,0,828,14,0,3,1,215591,260.3756038647343,658027.5149672678
218,Dominique Guzman,306392.43,336841.35,338889.14,378930.74,226512.44,247505.7,163111.26,172684.6,113940.96,116644.58,101232.53,136599.81,45,0,3195,18,0,3,5,219940,68.83881064162755,644665.8249819875
219,Bryan Jefferson,209776.64,176736.55,474835.57,529404.98,490911.49,752833.75,443552.89,249669.08,231093.32,157934.17,194286.44,222807.11,22,1,4456,16,0,1,4,344487,77.30857271095152,955637.278089921
220,Ryan Woods,72955.29,99458.59,105354.21,71814.67,100719.5,88905.6,91951.01,69129.52,65607.85,86358.32,192607.53,165268.6,27,0,3372,8,0,3,1,100844,29.90628706998814,306595.1685740379
221,April Jones,131487.71,101526.04,343124.67,345825.03,297631.48,381714.18,335800.52,330397.51,435770.51,409352.7,305858.32,390602.34,33,0,1365,5,1,0,7,317424,232.54505494505494,504665.57425787975
222,Barbara Flynn,136482.16,98002.69,135827.49,117963.68,77402.27,119123.92,192875.32,110446.39,131740.86,86346.61,102078.74,78630.21,71,1,3910,13,0,3,0,115577,29.559335038363173,390427.2733118033
223,Jose Chen,18704.03,16137.58,18890.43,23071.33,26937.43,59198.0,71718.63,69132.77,63905.16,72621.77,51001.92,40699.99,60,1,4504,8,1,0,1,44335,9.843472468916518,81096.86251052104
224,Joseph Collins,149637.66,138119.0,147182.36,101506.82,182871.39,145104.14,113199.06,143873.08,81980.98,124224.33,122705.18,86410.76,40,1,2499,4,0,2,0,128068,51.24769907963185,243152.2053179464
225,Larry Francis,40302.74,43175.82,56763.15,61879.24,55842.91,63777.97,51519.79,47824.76,58617.2,46810.92,74479.07,52164.8,35,0,4649,7,0,2,0,54430,11.707894170789418,251459.0109509345
226,Heather Lopez,16520.76,21020.99,20377.63,17749.33,18483.63,18534.28,22289.96,19218.39,52159.37,59862.92,52007.72,37948.95,66,0,1397,12,0,1,3,29681,21.246241947029347,90985.30469321414
227,Gregory Baker,96331.12,82122.9,95499.56,76730.18,70980.01,81245.3,106188.64,126292.9,77971.38,292069.02,92992.38,94088.64,28,0,4023,15,1,0,0,107709,26.773303504847128,391407.5539191057
228,Nicole Woods,125523.9,115956.18,174403.8,119821.6,137200.98,122699.56,97098.96,154166.47,119219.4,136148.89,269241.79,286746.33,77,1,3385,17,0,2,1,154852,45.746528803545054,560442.1256811199
229,Amy Ortiz,54724.74,48024.63,61051.23,54073.8,40776.53,123767.71,151997.88,96321.28,122981.2,135487.87,122986.59,131794.2,79,0,1507,8,1,0,2,95332,63.25945587259456,121389.23067572206
230,Laura Patton,96109.52,108396.09,80027.21,75139.44,151603.86,138666.25,126332.21,192083.06,63081.04,97805.07,77307.57,78943.99,66,1,545,5,0,1,3,107125,196.55963302752295,178780.42741702328
231,Scott Jackson,128429.58,130020.29,160138.22,120745.57,211187.36,334176.23,158746.86,124522.57,191344.45,125903.29,178220.85,180503.38,48,1,2973,15,1,0,0,170328,57.29162462159435,508288.56851803936
