,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount,Duration,Peak Season,Before Season months,Months left for End of Season,rate,AVG Sales,Loan Amount
132,Mary Powell,142828.65,191831.64,219614.3,247437.4,203128.66,226266.88,204773.66,184163.25,423368.94,193240.45,148074.63,252612.66,35,1,3062,6,1,0,0,71.7759634225996,219778,553931.803676084
133,Brian Porter,87580.69,188932.54,237454.86,179947.39,73189.85,93262.04,96572.34,71076.32,81978.22,97566.23,68701.55,81621.44,70,1,4860,10,0,3,2,23.283333333333335,113157,234312.78514348087
134,Thomas Murphy,164173.81,239146.87,519336.56,514139.1,443600.83,504894.73,361159.78,308253.72,313806.79,517801.9,409849.53,195349.67,59,1,2194,13,0,3,8,170.59845031905195,374293,562481.6584104751
135,Matthew Johnson,244059.5,193452.94,208721.63,285458.81,370078.31,205883.77,170423.44,209298.82,146907.62,199595.16,199071.13,179960.03,73,0,404,15,1,0,1,538.9678217821782,217743,924984.6895992158
136,Pamela Mitchell,155440.47,125728.32,131732.48,154728.76,413270.12,463202.63,376253.26,348191.21,114448.69,137969.2,203317.68,134238.4,29,0,362,5,1,0,3,635.0193370165746,229877,561289.0633605717
137,Molly Barton,42614.3,33661.36,44641.29,39880.65,46092.09,38604.2,37921.98,41242.17,110002.48,127418.6,136510.31,84911.78,54,1,1165,10,0,2,3,56.04463519313305,65292,111525.5387638737
138,Jennifer Matthews,145891.19,123392.9,158507.99,128188.65,331162.18,428653.1,350247.13,302526.87,246870.7,317549.16,125873.68,140458.88,33,0,2289,24,0,3,5,101.91218872870249,233277,594541.7277723303
139,Paula Walker,214377.67,413651.36,451111.15,427850.14,474965.21,496377.11,520504.69,212380.48,185659.71,165176.4,173058.59,182933.68,76,0,2738,4,1,0,5,119.2490869247626,326504,638139.2699023449
140,Melissa Moody,74718.65,93838.36,76191.04,57710.08,81394.06,78841.64,83986.59,74765.87,57252.57,67293.37,182435.81,105741.56,50,0,958,11,1,0,1,89.95929018789144,86181,341641.346444066
141,Veronica Harvey,108841.93,155541.56,151616.36,145811.19,237390.32,246203.22,160370.05,212868.14,154924.35,150927.99,170328.04,99124.36,30,1,3785,7,0,3,9,43.9001321003963,166162,255758.93164190953
142,Rebecca Parsons,95728.51,92148.16,114084.44,148230.13,153057.62,138027.46,103185.37,133993.37,138248.52,276179.82,137792.79,145265.04,59,1,2179,11,1,0,0,64.09453877925654,139662,359792.8015765574
143,Anthony Johnson,64134.73,257021.12,218589.11,72915.24,90815.92,78801.96,71221.84,107506.56,107184.14,99756.19,83135.07,87288.34,23,1,113,7,0,3,1,987.0,111531,181118.89197005046
144,Allison Jackson,66616.22,44395.41,47918.92,55541.81,65204.37,43583.37,66336.59,70098.63,51464.65,44455.18,43132.18,132275.43,73,0,3884,6,0,3,0,15.6846035015448,60919,118406.11182972667
145,Jose Brock,182400.22,171426.66,176148.64,173263.11,230980.49,240851.38,335697.6,228091.66,356620.4,310929.62,249377.44,154072.01,17,0,3296,7,1,0,0,71.04217233009709,234155,517315.1747918095
146,Sandra Riley,108750.4,185331.6,304484.83,459334.89,310688.36,294988.01,469038.6,350559.4,276597.05,183957.36,141906.04,115574.63,69,0,4784,6,0,1,6,55.76254180602007,266768,512900.8664045602
147,Nancy Larsen,198980.84,138415.42,150097.12,230772.91,150553.7,225963.01,203639.86,228345.9,167673.39,648564.33,554903.71,564656.57,64,1,2110,4,1,0,1,136.7521327014218,288547,500619.3413067296
148,Christy Lopez,59735.54,61811.31,53058.65,71593.0,71638.27,69985.44,43866.82,66111.48,143207.54,48776.1,61045.4,64079.58,17,0,829,13,0,1,0,81.9167671893848,67909,208714.24825259848
149,Mark Garcia,209408.62,123878.16,199834.77,328168.55,342704.75,328962.48,451747.7,267730.37,315931.86,258706.87,148277.32,221796.94,69,1,2279,5,0,1,6,116.906099166301,266429,626275.9149663292
150,Michael Burgess,81626.17,73254.1,106823.9,177508.46,195114.18,181036.39,198587.6,174065.69,130748.45,212579.82,88442.95,81631.12,72,0,4739,7,1,0,2,29.918759231905465,141785,349769.7113610525
151,Denise Dean,303225.55,432875.09,401130.46,455051.93,181621.88,122682.61,201914.7,178647.78,121159.1,187087.85,163592.97,184535.27,22,1,2290,5,0,1,3,106.75109170305677,244460,456162.76102962653
152,Sandra Wilson,114434.76,165654.1,158332.37,133039.73,139477.84,105234.3,259029.06,376262.79,220091.89,272492.18,105754.89,105387.75,42,1,572,19,1,0,0,313.98426573426576,179599,498297.85836612055
153,Joshua Schwartz,137879.89,157531.49,132755.1,171933.67,308911.84,314877.2,496276.67,303447.93,483797.53,128766.68,156637.04,172691.5,36,1,2061,8,1,0,2,119.90587093643862,247126,502298.40625979594
154,Cheryl Hudson,60162.96,61383.71,54253.05,65070.5,60267.55,47053.24,55754.13,46958.5,51607.51,62513.75,68605.34,133818.88,59,0,4705,8,1,0,0,13.592773645058449,63954,173959.25190530086
155,Lisa Jackson,104974.86,61296.1,99795.95,103321.64,75296.52,76167.47,62152.37,74397.36,151449.76,134114.78,187360.75,150904.3,28,1,1061,17,0,2,3,100.63053722902922,106769,338010.6946647806
156,Linda Lewis,37044.93,41902.95,51146.49,51900.29,37572.34,47068.18,36742.31,36663.63,31827.68,90544.21,89404.28,99788.21,32,1,436,14,0,1,2,124.54128440366972,54300,122676.23158544158
157,Erika Pierce,162319.35,199724.33,156134.26,304194.17,147443.89,118129.98,148407.72,158625.43,194392.0,116221.15,158025.43,193103.27,66,1,4009,10,0,3,0,42.752057869792964,171393,816942.2686890932
158,Lisa Smith,114382.71,66247.77,105809.9,66333.97,73111.7,83013.61,108410.03,86153.62,107438.6,77154.8,252176.05,119809.59,25,0,2093,18,0,1,0,50.169135212613476,105004,332816.2659112206
159,Michelle Banks,159784.97,158060.11,133378.56,135865.74,137064.79,161489.37,341429.53,188818.38,196875.78,169869.04,178791.26,116431.41,33,0,1481,5,0,2,1,116.91762322754896,173155,452227.730814013
160,Lisa Richardson,23544.33,29375.26,26701.9,26638.53,32828.66,20708.3,29884.25,29526.6,34051.84,35685.1,100270.0,99868.09,75,1,3711,11,1,0,0,10.982753974669901,40757,97081.14758795303
161,Madison King,44380.02,30388.64,48396.16,38541.17,38345.92,36291.18,33498.61,31850.38,38644.19,42708.86,47431.87,64938.76,19,0,4426,7,0,3,0,9.3278355173972,41285,157783.93491623233
162,Shannon Davis,53236.44,63227.16,73406.42,65128.85,158962.59,211805.26,170272.66,205752.83,130598.66,142138.25,184981.32,63389.85,27,1,4374,21,0,1,6,29.014174668495656,126908,292419.69643078506
163,Kevin Reed,47003.43,43815.28,44132.84,55600.06,152873.36,149832.58,107787.13,148825.67,56784.88,39829.38,51797.63,56835.05,64,1,1253,11,1,0,0,63.5219473264166,79593,134529.7324878767
164,Amanda Barker,56551.8,45977.04,43323.99,56034.74,62355.21,188951.07,221318.51,180607.6,161996.73,170507.55,143125.79,203644.36,21,1,2326,18,0,2,6,54.97248495270851,127866,248366.2160033264
165,Barbara Logan,65286.23,76311.46,76019.73,61726.55,60431.13,55698.1,54132.56,69173.68,68750.23,66722.82,61643.04,96507.45,38,1,3033,12,0,2,0,22.321134190570394,67700,172332.4970636269
166,Tiffany Beck,76049.01,66209.41,69457.78,51782.56,46680.35,71999.15,60353.64,161947.2,215131.64,58288.92,72285.66,69379.77,32,1,4642,12,0,1,1,18.303317535545023,84964,171014.19582779857
167,Debra Gonzales,102498.22,118029.25,69619.56,70410.85,87844.03,77137.27,92444.52,104551.62,108454.99,97233.21,160643.67,77834.21,49,0,3517,12,0,1,0,27.64429911856696,97225,276805.50712100154
168,Kelly Lowery,174832.02,173992.64,125645.74,533115.83,334231.46,527278.05,309376.57,524203.28,334075.27,291769.59,533978.57,324249.39,55,0,1351,5,1,0,2,258.2501850481125,348896,502380.8340792522
169,Richard Nelson,223036.31,204047.12,229078.65,174458.02,143458.29,650560.15,183843.47,200390.53,183748.39,244034.42,163808.68,210091.2,43,0,2012,13,0,3,0,116.40805168986084,234213,511497.8663711767
170,Michele Murray,117136.21,99102.44,197930.07,128296.88,194904.12,138406.93,175817.04,202834.65,119553.62,145257.46,179307.55,98583.64,77,1,4696,18,1,0,3,31.89118398637138,149761,375646.19819183944
171,John Wall,72228.08,80811.47,93240.89,77023.17,109305.64,83451.7,74583.61,109179.56,104604.04,98154.37,236574.65,178006.32,45,1,3066,14,0,2,1,35.800391389432484,109764,293521.8541099256
172,Morgan Estrada,191506.38,164561.84,150493.36,138118.89,168355.71,164038.06,186978.11,169627.3,149567.45,340396.73,296207.57,130741.42,46,1,3327,6,1,0,1,56.37180643222122,187549,694783.6138616942
173,Rick Harris,36373.49,36975.21,36828.42,25858.49,47116.71,46703.21,28933.98,38855.63,87813.6,43982.39,47727.4,31978.0,47,0,760,11,0,1,0,55.82763157894737,42429,155106.86775459402
174,Robin Greene,55508.14,71295.12,59396.21,79542.21,45715.49,54554.26,53230.39,70321.15,63607.48,67848.29,78647.68,125891.35,39,0,2211,7,0,2,0,31.115332428765264,68796,147192.7360761764
175,Richard Tran,173795.72,144685.39,132268.02,172318.25,111747.98,352069.83,263471.98,102069.87,150859.89,157731.92,104050.94,136378.94,60,0,3770,11,1,0,0,44.240583554376656,166787,566290.700147807
176,Douglas Johnson,196557.0,173611.13,243438.03,150923.92,247938.45,233409.11,220055.06,211143.51,167355.77,189073.31,209043.72,379705.27,30,1,2478,11,1,0,0,88.18442292171106,218521,677587.5578423515
177,Antonio Wolf,137511.14,106700.6,96710.64,79952.45,89663.04,92623.85,77432.66,141198.98,87415.27,78334.89,216914.7,104333.39,66,1,2831,10,1,0,0,38.52560932532674,109066,223821.21624981886
178,Emily Atkins,112577.04,99736.44,99979.26,119874.6,36003.17,40914.41,33733.15,60880.6,51343.49,57079.78,55415.8,52665.27,16,1,2680,16,0,3,3,25.503731343283583,68350,228853.40637615402
179,Tamara Martin,147325.44,218946.14,236760.08,210827.52,182003.91,198746.66,203870.62,617738.09,470867.35,495611.13,519324.05,176980.73,23,0,680,13,0,1,3,450.8573529411765,306583,478669.8825142008
180,Jessica Neal,116858.54,148644.55,107567.42,98872.55,244992.95,256418.6,279047.87,319581.5,240305.56,173463.36,115965.09,97666.08,24,1,1901,9,1,0,0,96.41346659652814,183282,369048.733665587
181,Robin Anderson,196799.97,140178.6,173367.52,170008.25,166558.05,371793.04,292800.94,394411.0,184464.39,156840.63,135044.38,131975.93,23,1,2893,10,1,0,0,72.42309021776703,209520,407442.036746856
182,Bridget Horn,147676.48,116970.16,149184.4,239836.77,235524.99,190893.78,189155.9,249744.42,197948.96,276294.65,153426.12,110707.91,72,0,379,15,0,2,6,496.3430079155673,188114,409959.46872855007
183,Anthony Taylor,91961.15,109519.22,66395.64,91858.4,107959.67,80749.78,73494.96,75666.31,107750.19,113907.32,110934.73,140999.49,46,1,1782,8,1,0,0,54.769921436588106,97600,250397.6068972496
184,Ashley Davis,155200.17,152281.85,104499.32,112694.06,115837.11,96762.96,88968.88,112070.5,150084.09,97220.12,100998.13,81990.06,59,1,2639,8,1,0,4,43.217506631299734,114051,238010.05027838337
185,Thomas White,34802.08,22892.1,29445.1,25544.61,26780.27,74196.43,94731.68,80250.61,68943.6,23827.42,33460.47,23091.2,42,1,1901,5,1,0,2,23.582325092056813,44830,68987.41550008055
186,James Ramos,215647.04,206134.02,132018.84,153345.37,121833.82,183317.79,203711.77,283081.36,485520.07,326802.77,383640.05,364590.1,75,0,290,18,1,0,3,879.2068965517242,254970,697428.5798642194
187,Belinda Schroeder,49729.45,54327.86,79098.65,62198.65,67451.27,63940.71,60396.35,49403.35,63655.63,171539.58,79375.28,57455.47,54,1,1132,13,0,3,0,63.20494699646643,71548,167262.13481045142
188,Michelle Michael,100195.15,64805.63,63206.17,88401.12,89590.11,223478.12,247261.31,238855.2,246225.82,224652.03,154083.98,99813.33,61,0,614,16,1,0,4,249.80618892508144,153381,240581.161944433
189,Christopher Booker,219451.24,184387.77,205055.91,243683.13,203280.21,235962.47,231706.31,544167.05,360268.27,175676.18,208340.83,202062.47,63,1,2375,3,1,0,1,105.75578947368422,251170,392585.4563430003
190,Valerie Gordon,113138.07,183854.28,127641.65,190462.65,162727.04,176327.16,110806.15,183518.21,128612.77,474243.27,158938.51,184310.73,62,0,1540,10,0,2,0,118.75454545454545,182882,452527.7840059283
191,Travis Cohen,167537.49,182679.93,158047.75,218885.68,255998.09,386520.55,290613.05,216695.42,165205.93,195914.01,167934.29,179269.0,18,1,3279,13,0,1,3,65.7035681610247,215442,812073.4909929989
192,Jennifer Thompson,133121.63,127497.26,113103.54,104150.67,125667.93,89033.04,94897.1,340918.06,281243.73,238750.37,78849.91,127846.04,16,0,4880,17,0,1,2,31.67827868852459,154590,411428.3960396773
193,Douglas Dillon,155632.55,159541.0,133047.14,158295.07,139847.38,188721.16,125209.2,142049.69,367605.26,312127.36,410948.26,135699.94,24,0,3834,9,0,3,2,52.78925404277517,202394,390963.07986536
194,John Kirby,62218.24,61665.83,75428.23,76353.96,69882.93,49311.84,43141.36,68386.96,66040.77,118720.78,64717.94,62854.76,70,1,2275,12,0,2,0,29.98989010989011,68227,303684.6187012412
195,Janet Woods,219972.05,513258.72,632246.64,464708.36,594158.77,471172.85,379272.2,419671.91,193023.86,137297.6,173851.58,161664.6,69,0,636,3,1,0,6,571.3176100628931,363358,387045.2453949256
196,Ryan Armstrong,145271.12,131061.98,144861.77,132305.07,149515.9,153464.62,105409.68,163974.46,104958.89,114169.53,129767.56,106436.68,72,1,4305,5,0,1,11,30.607665505226482,131766,94432.35000462363
197,Molly Gallegos,314540.84,451228.07,427335.58,169698.54,174385.52,161283.69,124002.67,138216.91,182752.84,137795.35,115857.17,156332.93,20,0,2999,5,1,0,0,70.95231743914638,212786,425861.9625473755
198,Kevin Griffith,97210.9,60711.87,59137.32,80710.87,88058.1,78385.0,101525.56,81434.39,74135.3,38764.82,58569.59,49548.72,73,1,131,10,0,2,8,552.2824427480916,72349,165570.34971208117
199,James Brewer,413647.07,335559.86,268984.86,207044.43,154218.9,127636.67,187301.24,142116.9,172787.5,163026.38,137018.19,190353.84,70,1,2028,15,1,0,1,102.71597633136095,208308,768348.6113051672
200,Philip Wood,108386.93,124725.09,114344.17,146060.66,106158.73,124508.19,134092.22,122024.47,111914.5,334094.79,330966.59,147742.86,65,1,3027,15,1,0,1,52.44532540469111,158752,566575.6979054686
201,Lisa Brown,166076.94,246445.64,192354.95,352543.35,143477.39,175383.97,169838.99,164308.23,175810.94,201503.58,163079.6,149838.97,39,1,4402,14,1,0,0,43.55338482507951,191722,544587.3849696469
202,Jessica Walker,35665.18,55787.77,54256.38,49021.24,72794.7,77886.77,58622.57,57194.34,75231.56,80976.16,53863.96,80007.33,78,0,2552,6,0,3,10,24.53330721003135,62609,121901.224449584
203,Nina Andersen,188728.36,134875.44,281133.38,312046.98,325963.21,351520.16,387284.73,245923.16,357056.34,123592.95,140158.81,142774.45,75,1,1397,6,1,0,5,178.42161775232643,249255,351178.41764457506
204,Glen Dunn,146544.98,102520.96,96555.22,231589.84,227124.35,211725.56,194542.25,184301.47,207499.17,150410.88,200699.95,94156.78,75,0,281,6,1,0,2,607.2562277580071,170639,450449.41090789915
205,John Hansen,45400.86,48138.5,64920.28,63548.17,58484.08,52867.77,49822.04,125841.21,39058.35,45512.19,68922.41,50482.44,24,0,2731,13,1,0,0,21.756499450750642,59417,157536.68742829
206,Kelly Perez,94035.17,65049.46,67122.12,267940.99,76384.72,97565.6,85254.17,73337.28,82822.05,112057.5,109999.82,94944.23,64,1,3369,17,1,0,0,30.338082517067377,102209,428895.41468536697
207,Mark Andrews,167072.24,141622.6,240709.04,180429.64,241188.49,192685.74,243438.04,346193.9,244461.11,361253.74,176801.02,181885.23,73,0,1854,8,0,1,2,122.1564185544768,226478,540870.8664572688
208,Veronica Harper,91729.71,55133.91,179067.47,191068.55,200247.72,220465.57,230202.28,63285.69,73548.85,80268.05,85331.62,52986.33,80,1,3984,8,0,2,4,31.863704819277107,126945,222774.1698266914
209,Annette Hernandez,26651.6,20580.81,19605.32,22596.84,24112.0,20902.54,20108.59,20950.14,18028.21,18313.13,25299.78,34243.81,62,0,1746,3,1,0,0,12.95303550973654,22616,54096.43457132367
210,Adam Walker,100658.48,88706.99,91120.15,113848.56,71186.18,75971.66,95892.56,164159.96,147942.22,98176.19,104598.68,109705.97,32,1,4421,10,0,3,1,23.78737842117168,105164,223372.6426878396
211,Michael Galvan,125071.76,131036.61,118729.14,65997.87,68434.94,43803.34,52203.24,76364.13,67000.95,64360.64,50839.55,60000.44,63,0,1848,8,0,3,2,41.65963203463203,76987,193446.50057618177
212,Brian Glass,34468.89,37345.28,45004.08,37166.1,83007.93,50154.08,44451.64,48625.19,31055.13,36183.07,33656.19,39938.04,65,0,3552,12,0,1,0,12.22438063063063,43421,157641.31876875716
213,Jamie Willis,141927.28,127436.18,377740.67,276667.99,406351.45,312002.31,444878.23,130640.83,103509.62,123724.5,96439.44,120674.33,58,0,4910,25,1,0,2,45.179837067209775,221833,664327.6427704722
214,Kyle Griffith,105888.51,138898.72,125907.43,118446.46,100599.94,155088.66,279949.45,204160.31,313913.38,250096.84,87534.47,106400.02,79,1,1372,4,1,0,3,120.6807580174927,165574,377333.392759767
215,John Garcia,122703.9,121030.32,117525.65,109302.19,112220.13,118925.1,148890.96,156932.26,321808.77,91638.1,142782.81,155665.36,18,1,2356,21,1,0,0,60.81706281833616,143285,618112.5945685658
216,Justin Davis,60355.85,75251.27,67842.02,74233.76,65965.35,85354.34,193871.85,72791.36,90661.86,80886.07,58025.18,82649.41,50,0,4001,6,0,3,0,20.992501874531367,83991,190128.3255943189
217,Christopher Henry,137924.92,203059.49,114766.39,355761.87,263383.68,282346.85,206153.29,244862.97,349934.45,298858.93,122615.1,164961.52,48,0,356,15,1,0,5,642.4691011235955,228719,607704.7614767917
218,Amber Koch,195183.02,139105.12,276733.28,194145.5,140485.03,200429.18,164577.15,190369.97,224488.85,169895.26,189822.32,156114.38,56,0,3970,13,1,0,0,47.04760705289672,186779,446228.6356083539
219,William Winters,28284.84,45233.03,28926.93,44987.26,111319.33,128441.96,94434.86,115794.3,76144.66,84866.97,31917.64,28042.62,23,1,1769,15,1,0,4,38.552854720180896,68200,132383.42660298132
220,Steven Wright,152520.95,150741.16,166590.87,103530.18,297606.04,270552.02,308353.49,333542.11,401873.12,387671.31,336659.45,159233.18,46,0,150,11,1,0,3,1704.9266666666667,255739,395819.3587447796
221,Matthew Ramsey,223503.43,145804.73,184119.98,224479.6,223672.64,191294.79,145013.78,236931.55,177949.6,130444.13,549441.44,202325.98,45,0,849,7,0,2,0,258.63604240282683,219582,767600.291786818
222,Jessica Wright,141892.15,160787.28,166201.48,113388.78,159670.73,194461.42,162084.58,118357.12,353632.13,377256.13,243914.7,198044.19,59,0,4572,10,1,0,0,43.556649168853895,199141,346076.16469486844
223,Ellen Carey,55436.71,37268.39,55342.36,37394.66,38061.76,58002.35,105511.96,158052.68,138530.7,111387.38,129457.34,50701.96,41,0,775,8,0,1,4,104.8541935483871,81262,129415.49292067322
224,Aaron Cameron,180632.63,136878.77,213840.67,135721.24,217429.3,154425.26,183995.07,301839.16,396500.59,135329.73,120204.02,165418.35,60,1,1915,5,0,1,1,101.9242819843342,195185,546403.9492171869
225,Randall Black,28642.66,23412.32,40091.05,41056.78,83610.6,96525.02,28821.67,39692.39,39373.0,28561.47,36101.26,27347.04,54,0,1281,19,0,2,1,33.387978142076506,42770,159425.50013596623
226,Kayla Fowler,27343.64,34099.34,23036.42,26167.69,22191.4,20402.84,27874.28,66492.78,82870.84,66967.3,72862.07,46557.74,61,1,363,8,0,3,4,118.65564738292011,43072,64225.04968415569
227,Lauren Herman,48490.82,39027.56,35795.61,33029.74,32001.43,30871.93,45880.39,38728.01,30500.14,98682.48,52832.04,49143.02,67,0,3549,21,0,3,0,12.561848408002254,44582,195988.28940396835
228,Gary Gross,155406.6,205470.64,134358.16,182834.6,391588.73,359277.18,395526.55,467516.82,592896.48,407028.18,174568.25,141914.19,22,0,3572,10,0,3,5,84.18225083986562,300699,484210.59658719745
229,Scott Buchanan,121909.47,74715.71,98686.46,136008.62,117771.14,92073.15,84709.41,267420.19,263080.0,295558.7,198560.86,102943.24,33,0,3822,16,1,0,0,40.41156462585034,154453,494953.7507355494
230,Chad Lester,128474.12,229556.03,161199.93,153026.85,226512.59,174502.16,203979.31,223350.94,129303.55,215361.91,338798.46,210516.49,27,0,3013,5,0,1,0,66.22933952870893,199549,758014.7429754202
231,Marissa Blair,113666.78,116462.02,122438.31,183842.3,137367.35,202747.6,390148.0,401296.56,377495.52,248580.95,286375.13,263302.4,64,0,2206,5,1,0,1,107.42384406165004,236977,389503.8516869396
