,Name,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Age,Gender,TransactionCount, CreditScore,Loan Amount,Duration,Peak Season,Before Season months,Months left for End of Season
583,Robert Stewart,12310.2,13344.83,18584.75,12615.92,18316.56,13307.97,17420.81,13863.19,18185.31,13094.39,17202.71,32634.69,54,0,2213,796,36289.79257769569,3,1,0,0
584,Darren Morgan,17141.86,15034.62,37171.96,14970.9,16183.76,20158.83,13600.1,20041.13,15984.8,16527.57,18684.03,20452.22,41,0,3789,581,44388.27123273759,5,0,3,0
585,Daniel Cruz,15496.78,14882.38,15229.43,14599.01,13092.96,12344.09,12593.11,15095.18,22486.81,32449.15,15791.28,17141.39,69,0,2530,360,30595.17811324405,11,1,0,0
586,Daniel Guerrero,7534.86,6719.48,5254.47,6931.09,7788.65,7396.81,6639.36,17610.22,16791.03,19126.13,4740.6,5876.36,24,0,1997,322,17795.223979081788,9,1,0,1
587,David Melendez,5454.88,8006.16,7598.83,6181.83,6480.79,7052.03,5151.5,11120.22,12055.47,13253.89,15388.32,9042.58,31,1,3483,773,17336.825464595855,5,1,0,2
588,Ralph Leonard,1559.5,2422.39,2399.63,2576.2,1827.19,1776.82,1537.14,1631.9,1624.24,2138.51,1632.14,5288.45,28,0,142,843,5834.357074872177,14,0,2,0
589,Melissa Brooks,12768.68,11414.88,17210.44,11486.56,14362.56,15844.34,14485.02,24532.11,30112.88,32755.76,41016.66,18328.54,35,1,4605,500,34500.38771966955,5,0,1,3
590,Brittany Bryant,5441.08,5651.73,5011.5,5528.76,5121.07,11139.71,6679.68,3469.72,4974.65,5518.23,3539.63,5265.8,27,1,2278,611,10123.36250638745,8,0,3,1
591,Christina Young,5118.92,6840.16,6798.5,6219.75,5166.14,6314.84,6412.38,4747.97,5541.12,10148.56,16011.75,6987.99,41,1,35,849,14625.359852770875,8,1,0,1
592,Aaron Craig,7850.57,6742.84,7553.75,9171.32,9888.98,15437.57,14933.03,13486.71,13443.02,8866.24,8329.64,5714.08,79,1,421,613,17401.242244733094,6,1,0,4
593,Nathan Miles,10546.94,12546.11,10086.43,16857.52,14454.5,18839.55,11656.36,12834.68,9501.82,12038.22,14503.01,15214.76,40,1,2034,662,39015.72190483263,10,0,2,0
594,John Hamilton,20385.65,13830.41,15871.66,13464.91,21417.91,16339.42,12907.78,17548.62,14816.83,16203.41,13334.08,37213.02,61,0,1766,361,41396.76087703084,10,1,0,0
595,Stacy Green,3131.67,4935.92,4534.23,2997.43,5037.5,3367.2,9438.39,9460.02,7562.22,4603.86,3447.91,5247.06,43,1,3318,397,8894.747580364914,10,0,1,2
596,Christopher Baird,24494.17,23342.7,25858.05,25131.27,22092.34,19741.63,18145.56,21601.65,15323.7,17944.16,18100.45,18880.2,73,1,299,843,43593.771217612244,5,1,0,2
597,Shawn Santos,17060.23,16252.41,5467.67,4534.08,8059.23,6547.85,7021.47,7219.11,5881.95,5743.94,6123.15,7362.17,46,1,3383,662,14560.496477186074,12,1,0,1
598,Katherine Brown,17221.26,12029.82,11123.15,15339.78,11286.33,11208.03,18198.27,12699.66,16451.46,31955.19,17498.39,11752.82,20,0,365,764,32597.2753748202,6,0,1,0
599,Jennifer Murphy,15713.67,21155.28,40336.08,35566.21,49499.91,29703.47,43339.28,46814.79,39317.98,27570.88,12681.48,15720.41,69,1,2520,524,39896.868018427274,7,0,2,7
600,Steven Walker,1870.73,5525.6,6982.48,4641.6,5138.06,2133.38,3191.8,3210.81,2448.47,2272.41,2159.42,2826.15,51,0,1976,440,5501.349971565727,6,1,0,1
601,Brianna Sullivan,14683.5,13501.89,14828.52,15426.92,11530.08,50919.22,32309.27,46836.65,13783.34,15156.42,13805.5,13611.4,52,1,1150,308,43553.62000215935,11,1,0,1
602,Stephen Mckee,8456.37,9836.44,8582.11,11217.98,16551.98,20656.64,28194.24,29440.77,23996.35,23673.39,22869.31,10542.89,60,0,2566,831,18290.290733140893,4,1,0,0
603,Erin Morgan,6780.82,7681.97,6666.95,7322.24,6998.9,9869.13,7011.63,9665.43,6766.4,8592.7,7313.78,13232.96,32,0,826,667,22253.65327534318,13,1,0,0
604,Rebecca Stephenson,4283.74,3098.04,2830.93,2518.76,3881.81,4261.79,2733.59,9944.64,7271.6,7540.72,3944.41,2972.65,72,0,1712,786,8565.932450407092,8,0,2,2
605,Kevin Pham,18655.83,12536.12,11425.6,12341.11,17272.4,10830.38,18032.73,11640.19,14381.4,11201.19,16125.19,18954.39,61,0,4061,727,30244.118502699985,7,1,0,0
606,David Love,6710.11,8248.14,9567.49,8411.54,6765.87,8737.22,5932.32,9405.94,7053.3,15840.01,13961.09,13466.69,77,1,2069,576,19977.901375952963,4,1,0,1
607,Lisa Henderson,2257.14,4356.03,6232.02,4579.57,2848.36,2890.27,1781.3,2859.79,2805.79,1960.09,2064.21,2223.26,72,1,381,725,5005.758414854224,5,0,1,2
608,Eric Davis,18298.51,13385.83,19451.46,20473.05,20403.22,13132.8,20131.16,21082.83,15156.7,13761.5,18865.78,9045.12,80,0,3440,842,16393.421058453925,7,0,3,10
609,Lisa Rodgers,16348.39,56649.94,70043.85,14027.35,23891.48,15080.9,21568.16,24344.42,19142.3,24731.2,23680.27,13730.36,73,1,3141,837,48311.15162837328,9,1,0,1
610,Rebecca Sharp,4454.26,5155.21,5792.12,5569.78,3526.97,4890.2,5633.19,4271.91,4545.8,4016.03,3189.07,9309.89,30,1,1980,726,12317.207059730572,4,0,3,0
611,Colleen Thomas,4110.34,4322.04,3342.58,5038.05,3590.18,5050.86,5323.74,11526.98,4954.97,4450.55,5353.5,2938.44,80,1,1181,555,8960.92811435434,3,0,1,0
612,John Simpson,9542.59,9158.71,6627.35,6742.83,5834.51,6756.5,7728.03,7267.28,10474.63,8511.61,7623.39,4612.68,49,1,3440,898,12738.202145428975,6,0,3,10
613,Mike Andrews,7551.0,7160.01,7013.14,4763.06,7655.71,4881.33,4779.84,8013.45,6335.59,5430.42,7509.68,4867.68,53,1,4229,678,5474.665886136699,9,0,3,11
614,Audrey Shepard,7586.93,13200.72,11468.0,12099.13,7598.29,25013.72,12479.53,7530.13,9468.29,10627.32,9686.66,7695.84,33,0,1937,529,27544.982263096514,7,0,2,0
615,Taylor King,2413.5,3561.45,3555.32,3782.12,2806.63,3499.21,2703.81,2647.14,3368.78,3580.29,7067.21,3045.04,28,1,4220,459,7830.532571394509,6,0,2,0
616,Jody Rowe,23553.0,25238.96,24274.77,37360.46,23146.84,27437.17,16616.57,17218.63,15531.23,12240.86,18204.4,13811.52,73,1,792,512,29394.90918001712,8,1,0,0
617,Patricia Parker,7280.45,4557.7,6156.27,8196.06,20229.16,5020.66,7835.31,7614.13,7917.57,5018.47,7714.24,7606.59,78,1,3321,611,15500.127804567213,4,0,3,0
618,Eugene Butler,13339.41,10855.61,11815.67,11217.52,9608.23,15157.81,12857.1,12077.75,12628.81,16250.81,9945.87,20268.23,71,1,4940,355,30290.440517509072,11,1,0,0
619,Brenda Hart,3421.81,4268.82,4147.42,3830.06,4126.96,5400.89,8844.86,7858.97,6855.65,9029.94,8040.61,6765.81,55,1,2505,760,10499.155103191328,11,0,3,5
620,Thomas Schmidt,9160.35,9516.99,5990.15,17029.04,20786.68,16700.55,14653.79,13424.35,16612.54,8586.91,5360.46,8472.39,62,0,834,745,18739.189613584098,7,0,2,5
621,Ethan Santiago,5910.68,4402.86,5708.75,4431.94,5929.77,6546.09,5578.8,4032.98,6141.03,3689.43,4457.14,12222.81,50,1,4509,855,12132.383516786165,6,0,1,0
622,Elizabeth Harris,10791.34,10740.56,12935.64,15055.5,12375.71,15130.32,8850.4,14995.44,13711.9,14336.24,14924.02,10466.09,23,0,2792,395,29214.99646114484,7,0,3,0
623,Katie Powell,18842.95,21021.88,22882.06,19717.23,24686.28,23423.97,18391.28,23400.54,14309.06,13154.91,12853.08,14354.15,41,0,1959,350,32038.124467925423,13,1,0,5
624,Allen Chapman,13555.01,13976.15,23204.51,30058.48,18782.23,18439.98,19206.02,25489.65,17165.46,29953.04,27425.02,10813.3,41,0,931,522,34247.123106531144,3,1,0,8
625,Elizabeth Greer,15134.74,16995.1,15593.97,13956.56,16434.82,17576.66,15277.55,23203.78,26247.76,25484.21,13279.9,11679.98,15,0,1022,655,30835.146953952742,9,0,1,2
626,Margaret Swanson,15333.58,16048.9,12249.61,11470.12,15290.56,9488.41,11938.2,9075.61,13941.23,25028.1,10304.44,14273.67,79,0,3582,556,34477.89172901818,6,1,0,0
627,Ashley Curtis,20804.01,23712.37,18590.22,23904.09,29673.57,28318.14,31416.79,25963.48,22590.07,15901.92,14513.68,13028.02,65,0,4373,821,48731.79733422902,7,1,0,6
628,Christine Hernandez,28849.93,34610.53,30987.02,15116.48,14398.36,13568.17,22790.61,24051.15,13160.14,20508.96,20799.52,19297.38,29,1,1189,309,46803.02526988816,6,0,2,2
629,Evan Gray,6378.2,5778.73,5252.54,7949.91,6971.81,6756.64,7527.0,8575.01,8279.43,5736.06,7652.71,20746.88,80,0,4287,612,15471.015576489815,4,1,0,0
630,Douglas Chandler,16728.35,18452.06,10934.5,13260.9,10574.49,12194.13,14678.81,14151.93,34839.97,14434.32,16884.13,18951.91,59,0,3894,403,37176.03349899134,4,1,0,0
631,Taylor Bernard,17199.02,12959.57,14562.31,16730.8,28990.77,22640.99,10137.36,14990.27,11980.53,10212.76,11058.39,9690.18,22,0,4101,420,29218.283780878046,9,0,3,1
632,Alexis Oliver,19212.65,18659.03,11638.8,17709.95,14180.72,14854.58,11252.86,15137.16,16905.93,15975.29,26326.22,33790.37,29,0,2777,715,39819.6417328622,10,1,0,0
633,Jonathan Knapp,11308.73,10998.56,11847.53,15019.49,17587.54,16578.79,13969.98,41202.85,46487.88,47678.71,45845.75,49320.89,68,1,956,693,42575.95989135673,14,0,3,4
634,Teresa Lang,20738.68,18484.98,20299.91,16821.37,15040.57,18241.66,12066.79,14838.27,15215.48,40292.45,42110.32,11873.49,18,0,3497,545,36686.43703453276,9,0,3,1
635,Mercedes Ward,7293.84,6370.64,4108.92,9456.78,9067.23,10754.31,9208.84,14328.85,14499.42,10089.81,11620.14,12439.67,38,0,1625,450,13972.027716082745,6,0,3,8
636,Michelle Blankenship,8333.97,7301.09,7868.74,8594.72,20472.79,27392.35,29890.47,19649.32,18371.25,24286.72,27206.75,6477.34,23,0,4029,812,17588.473161073725,9,1,0,2
637,Crystal Conner,13286.93,9513.88,7824.91,10267.61,13160.31,10734.52,23427.51,24322.03,24654.64,7854.32,11777.74,8739.77,54,0,47,403,27846.35624653584,4,1,0,0
638,Rachel Gordon,8974.92,7895.66,6698.62,10053.14,9531.32,9312.52,8888.22,17316.69,19306.04,21219.99,15090.87,16063.51,60,0,4983,754,22777.57198463861,12,0,3,4
639,Audrey Newman,14599.87,22756.96,12747.75,22526.65,18480.48,41869.15,55396.61,43665.27,63403.14,42121.0,18400.5,20836.99,63,1,2488,778,40529.29235967959,4,0,2,4
640,Stacey Kent,43679.54,37598.63,13768.26,12927.46,11736.13,16441.75,9636.43,15991.23,9385.6,10617.43,12242.02,14722.59,28,0,1594,507,38878.55916143025,10,1,0,0
641,Ethan Cortez,2935.99,2798.18,3089.65,1869.68,3054.84,2885.22,2958.16,2125.05,2652.31,4941.69,2416.27,3111.35,52,0,294,630,6501.757941161447,5,0,3,0
642,Courtney Hamilton,6297.77,9797.67,10525.61,11372.64,9266.51,6629.92,10578.41,12486.77,12373.95,14025.34,17735.19,7690.74,32,0,1487,887,23044.40989338684,9,1,0,2
643,Bruce Thornton,10028.18,5711.39,7315.67,9257.74,5654.32,24056.55,26948.0,7175.41,8089.34,6166.09,7901.89,7051.03,62,0,394,524,20746.363823526735,12,0,1,1
644,Daniel Kelley,13041.01,10271.35,17025.37,15418.42,10047.76,13587.66,28726.46,14877.96,12511.35,10845.56,9955.4,12623.4,57,0,3889,402,29434.08177751571,10,1,0,0
645,Emily Cook,8691.19,8500.24,5402.62,8209.6,7444.03,8771.87,14567.47,10981.5,11287.24,14342.81,11648.16,7393.82,59,1,1436,515,16761.426775237996,3,0,1,5
646,Pamela Guerrero,16652.89,17519.34,12367.35,14162.77,19378.52,11801.4,31565.31,29220.29,39634.38,13179.24,20132.11,16741.53,16,1,676,572,34615.56256444881,6,1,0,2
647,Gary Brown,12478.45,11834.46,13793.23,14117.6,10729.43,15785.02,9978.29,14505.44,14095.53,11677.22,15469.7,31182.48,70,1,4191,658,39111.36051679883,9,0,3,0
648,Vanessa Evans,12718.08,15639.86,14096.38,15316.82,10490.56,13231.24,30567.03,33242.5,36390.08,28953.31,26055.82,36059.79,60,1,548,626,35112.8428239133,8,0,3,5
649,Ernest Moore,8004.85,5799.01,6789.34,5621.65,12538.64,14971.13,13378.19,20289.19,20113.84,12205.96,18668.31,15674.89,63,0,2922,874,19356.582599360554,7,1,0,0
650,Christopher George,10738.37,26580.77,30118.6,13039.87,11491.47,13099.59,13077.31,7431.74,12658.26,9698.57,9336.13,8505.7,60,1,4159,519,22482.13951491636,4,0,2,1
651,Matthew Duncan,10213.33,9578.83,8521.24,9060.35,9211.81,11469.12,8383.85,10086.38,12673.41,8438.82,15575.63,14199.66,18,1,2992,561,24109.67139844442,3,0,3,1
652,Richard Beck,21047.58,19772.21,15700.4,18547.6,12468.47,12176.49,18243.68,11969.42,13118.45,17110.84,16191.23,37082.09,32,0,2720,620,45041.9053491807,7,1,0,0
653,Dawn Ball,17061.4,16412.98,13905.65,13779.68,15868.37,41172.49,48461.64,39517.47,27228.04,44963.72,34514.91,34060.75,68,0,4591,674,33688.313655462785,4,0,2,6
654,Gary Hawkins,5959.74,4089.27,6170.6,5030.97,4075.26,4229.42,5137.7,3943.13,3668.06,4807.28,3991.06,10782.46,23,1,4587,774,11140.66304541231,8,0,3,0
655,Bethany Miller,20208.18,13770.03,20754.81,11803.03,19301.15,17334.11,20235.72,19423.01,37041.45,49125.33,42915.25,19762.69,36,0,3516,461,36461.3015528306,5,0,3,2
656,Dominique Ferguson,21264.91,28379.46,32906.26,26347.86,34787.16,33612.69,31639.68,29334.21,30608.33,21951.6,10899.67,9295.06,71,0,4409,482,24542.375222090446,11,0,1,9
657,Ryan Bean,19093.73,18230.81,15496.99,17190.3,14874.38,22648.0,15118.58,13753.51,23445.46,61446.24,23808.62,21020.67,45,1,1350,383,50868.12615162187,9,0,3,0
658,Linda Moyer,12912.63,9553.29,9915.41,27464.75,25506.52,23197.3,25597.12,22875.93,20674.56,34586.27,29517.22,20907.99,43,0,3340,467,23032.923457396737,6,1,0,6
659,Roger Torres,9274.23,10821.38,8266.15,15905.67,16205.79,13753.48,12927.9,12911.65,12667.68,17565.6,16366.92,15585.34,20,0,546,683,25949.41825522191,8,0,1,8
660,James Williams,16995.51,13927.25,14199.7,9990.26,13808.78,10965.11,15884.78,16321.48,17280.32,32928.21,29537.08,23204.87,70,1,1912,833,30826.339955957308,11,1,0,0
661,Nathan Pineda,13193.02,14235.63,14973.84,10957.87,11348.87,42807.33,13453.29,11431.07,10814.85,10320.07,16285.19,13941.69,32,0,4752,396,26170.89111540593,6,0,3,0
662,Sherry Huang,13631.33,13916.9,20916.4,19376.05,20007.69,43818.88,37455.2,21639.69,20758.97,15546.54,12546.04,22092.41,68,0,507,704,47726.93299985845,7,0,1,1
663,Adam Monroe,10534.38,9983.69,6679.63,9851.93,7313.39,8090.37,10207.47,11566.04,10988.62,9173.33,10839.35,16489.82,62,0,3218,823,26630.224446934822,9,1,0,0
664,Jennifer Turner,8205.14,13041.1,8745.57,9096.63,11028.04,15082.22,17255.81,16608.9,16867.99,7837.32,8196.46,10963.76,26,0,3743,621,23528.690239591277,8,1,0,2
665,Jessica Ruiz,15282.34,10439.47,14938.53,11917.92,10469.07,9463.21,10137.44,12378.04,8960.08,11956.87,38749.32,37749.77,20,1,3710,505,26333.050226273448,8,1,0,1
666,Brian Edwards,7868.65,7466.78,10455.77,5956.85,7912.07,6188.03,7776.95,20960.67,17379.43,10227.54,10354.12,5886.41,63,1,3375,723,16637.554084060346,10,0,1,1
667,Kathleen Gonzales,38308.03,45394.24,44712.4,30335.21,33035.36,15511.8,18918.16,16522.54,13336.0,16399.8,21610.8,22110.15,36,1,3677,707,41466.04726519761,11,1,0,3
668,William Moore,24365.58,23978.72,10512.28,9675.39,15306.66,9508.27,12786.55,10159.48,9078.33,14967.08,12631.33,13969.73,48,1,845,443,27691.90754634548,4,0,1,1
669,Amy Bradford,15766.39,52790.54,40118.98,34332.12,36493.27,46105.29,46555.55,30118.42,32455.67,51129.39,39891.01,50284.36,58,1,3895,563,45964.64296287461,12,1,0,4
670,Bethany Gonzalez,17128.27,17087.19,10246.52,14570.65,10654.71,13789.79,11693.82,13597.75,12637.18,36954.44,35504.94,36713.0,31,0,1557,486,31957.260189635206,11,1,0,1
671,James Day,19330.4,28594.61,29253.74,19688.44,21276.51,19037.28,17659.64,19915.97,11825.62,13809.68,19319.3,11639.03,76,0,42,525,34135.993954986254,9,1,0,1
672,Derrick Salazar,1665.29,2272.33,2670.65,2489.89,2905.98,3006.54,2508.08,2268.49,2531.72,1841.23,6200.54,1715.1,40,1,2126,451,6543.994098675279,4,0,3,0
673,Tracy Galloway,2528.87,4398.06,3891.66,4389.59,4339.02,4532.98,3959.33,4432.02,1843.26,1902.81,2507.07,2334.72,44,1,1714,668,5746.707554034083,10,1,0,2
674,Carly Jones,8912.67,8568.14,12109.48,12342.83,8773.93,10917.06,13137.45,13863.9,8738.85,19504.06,18232.25,9388.3,64,0,3398,552,25986.448479034854,12,0,3,1
675,Robert White,12762.45,18918.75,13527.75,30548.03,29198.82,30145.15,50900.7,39490.18,49583.39,32214.04,43139.93,36550.24,68,1,1651,412,42200.90940325093,6,0,2,8
676,Heather Thomas,52506.44,35271.89,31718.53,51399.13,36936.27,36385.22,33625.15,14424.44,22717.05,14733.07,15393.12,15702.25,23,1,4800,540,43615.162009869135,12,0,2,6
677,Carrie Pitts,19296.5,19675.86,18120.86,15180.59,19950.99,17038.91,17318.83,17225.43,35013.7,20262.77,20633.02,15298.85,29,1,232,533,45726.38337484243,13,0,3,0
678,Kristina Davis,14661.88,16566.68,21358.31,22461.6,22067.76,23019.08,15295.56,18458.72,16665.73,13775.89,50385.02,20596.0,78,1,747,480,43454.59019942861,11,1,0,0
679,Travis Cummings,1683.3,2158.48,2248.93,1920.72,1876.69,2884.94,6352.85,1683.89,1741.46,2339.16,2001.57,2923.92,78,0,3661,687,4874.815225576727,7,1,0,0
680,Blake Wright,3591.27,3661.89,4519.24,4599.38,3133.65,4275.94,3344.3,4578.49,3590.03,8288.5,5819.59,7997.86,50,0,4945,857,8673.646611904469,3,1,0,0
681,Jasmine Baldwin,7165.49,6307.22,9140.44,6271.69,6684.15,8989.98,7829.27,9398.28,10180.57,6923.91,6603.99,18465.76,48,0,1633,776,21398.313544178643,13,1,0,0
682,Leslie Horne,14857.77,19367.32,21878.84,15333.58,13459.78,21920.04,18993.48,19205.98,23629.98,42230.15,42453.66,22675.67,64,1,1262,591,41462.931057586626,8,1,0,0
683,Steven Robinson,8309.07,5638.69,5887.44,5602.23,5994.9,6860.59,11087.27,12889.73,16321.65,9124.35,9170.48,7426.41,38,0,22,625,17721.54571685268,9,0,3,2
684,John Juarez,4380.79,3090.38,3794.13,6749.46,8110.31,4379.42,4453.46,4800.07,3327.33,3881.09,4855.09,3100.4,24,1,3247,669,8777.166134768426,3,0,1,1
685,Curtis Blackwell,14113.63,11085.84,15451.0,13659.62,13699.5,15550.99,16117.9,9868.14,15296.81,9669.66,31918.49,15432.11,65,1,416,504,34392.35006419703,12,1,0,0
686,Andrew Sanchez,25254.36,25192.37,17897.78,21744.07,18174.76,17726.76,53451.36,49167.44,45354.26,38629.27,62833.09,18789.62,44,0,4545,559,40959.81306450696,3,0,3,4
687,Heather Simmons,17240.95,12216.31,14169.61,10075.72,11146.73,14469.36,10342.18,14600.5,14859.16,9893.77,10282.06,14974.42,45,0,2822,609,25844.70125262871,7,1,0,0
688,Gina King,3823.64,4746.43,4731.22,2997.84,3245.44,2607.35,3703.85,3951.56,2879.17,9809.25,7635.01,11012.88,54,1,2610,308,10605.807681797975,5,1,0,0
689,Heidi Boyle,12140.34,12955.09,14717.27,17373.56,17466.89,42973.36,50740.66,49335.3,17112.83,11140.81,14975.73,11702.33,30,1,1207,575,37397.03304496134,9,0,1,2
690,Curtis Duncan,11429.3,9522.54,12029.98,12904.64,21681.78,26186.51,29911.07,30718.84,32404.46,23006.85,10751.89,9182.04,61,0,2005,319,21230.819486488057,7,0,3,5
691,Harold Johnson,20616.81,18892.82,12652.62,13826.11,23210.46,13602.38,28715.77,34716.33,42223.11,29545.61,33357.77,24225.18,23,1,938,726,50705.035925232565,7,0,3,5
692,Jacqueline Nolan,8040.58,5654.18,6880.44,5705.66,5197.1,6292.54,6063.07,8434.63,21595.41,6155.91,5472.45,6849.1,29,1,2343,395,18096.66660235291,13,0,2,0
693,Cole Harris,17149.07,29167.0,21353.94,25290.26,26366.99,29394.34,13715.38,10250.82,13350.21,14638.77,10006.79,12775.91,51,1,3432,507,31623.334495008723,9,1,0,2
694,Julia Foster,20575.25,18639.54,15573.3,18711.71,19097.84,36013.13,47032.42,43404.54,17600.79,20159.12,14048.01,17281.77,59,1,176,877,41088.54251799113,5,1,0,2
695,John Ramos,2463.57,5414.37,8031.01,2479.22,4027.86,3506.53,2881.34,2548.2,3194.55,4290.3,4074.5,2651.07,73,1,3001,314,8926.493621599135,4,0,3,1
696,Eric Jackson,14394.6,15968.45,16261.25,20413.78,15079.64,20773.1,21586.43,24323.69,23883.83,23748.46,23899.88,22487.38,18,1,4040,529,40169.84739994906,8,1,0,1
697,Alexander Bennett,18714.63,21177.42,20441.01,17557.0,24208.88,30538.91,36327.0,47271.43,35153.81,51894.94,39704.25,23872.23,20,1,2542,404,39621.178347031695,3,0,2,5
698,Kari Wolf,12972.73,10289.73,17949.52,10927.74,13751.19,13999.59,15192.09,15096.27,16051.09,15002.67,12515.9,43539.89,48,1,2025,817,40956.626029459636,7,1,0,0
699,Dana Martinez,12130.43,15019.21,13683.91,15633.78,14261.59,13656.08,12813.55,16259.27,11639.71,12986.14,38400.56,10436.65,51,1,3292,433,26784.59776082584,9,1,0,0
700,Susan Ochoa,9442.95,8235.71,13023.47,13655.41,5409.12,6624.83,9406.01,5550.96,8527.89,5457.25,8646.66,6949.44,40,0,3410,897,14980.450196668544,5,1,0,0
701,Douglas Martinez,11268.49,9505.61,11674.19,37839.35,34282.58,34836.6,42865.84,39733.56,33564.54,33620.97,37618.91,40288.96,49,1,3272,851,34436.406798163,7,1,0,1
702,Amy Morrison,18640.47,15872.53,13279.23,36037.68,34784.72,25264.19,22077.3,21008.38,12935.42,18399.2,14580.97,15366.14,27,1,4892,500,37607.455867429955,6,0,1,4
703,Andrew Foley,6243.56,5681.95,8106.78,8952.32,17189.07,20169.68,19904.96,17180.6,19144.3,15379.14,16002.35,18577.24,55,1,3978,368,20275.851698973784,11,0,2,7
704,Tonya Salinas,42159.24,46809.38,39759.47,39753.27,16525.25,20772.48,18946.87,11549.43,11212.27,18944.11,17985.29,16470.88,15,1,814,341,41115.37280970383,10,1,0,1
705,Deborah Hooper,8562.58,22102.68,22621.38,14196.93,20511.84,22494.58,22564.88,13849.73,20392.61,17428.98,7961.88,6598.59,71,0,928,733,17464.117560635288,4,0,2,8
706,Brandi Ford,4960.64,5969.91,3904.97,3454.28,7472.4,8109.18,9436.16,10818.0,3405.55,4186.12,4894.79,3836.69,20,1,2119,516,9617.290444043956,10,1,0,3
707,Emily Wilson,25298.31,27680.9,20694.57,17641.0,24263.98,22103.42,15732.95,9336.23,13172.47,10313.36,15733.5,10728.92,33,1,4212,809,34558.34133501876,8,1,0,4
708,Michael Fuller,13824.62,10743.62,34928.11,25959.6,24295.4,26089.5,27548.57,33562.0,14471.46,9831.3,13958.17,8735.63,78,0,4992,563,31850.177177814974,10,1,0,1
709,Thomas Mueller,32440.45,26592.58,24583.38,31600.14,26841.12,29364.91,32089.75,29048.34,18052.66,12437.79,16985.02,14943.18,16,0,3895,390,40354.1427574869,6,1,0,2
710,John Gould,9890.02,10564.86,11436.05,10029.95,6996.55,7443.68,11646.88,10125.73,11672.89,11605.21,8986.87,10198.51,79,1,3699,699,23150.315761439866,10,1,0,1
711,Michael Roberts,18481.64,15531.91,16669.82,18842.91,42268.51,58484.29,43864.92,51553.33,46704.69,47078.39,18551.06,14684.99,33,1,4913,369,48689.099516102564,11,0,2,5
712,Mallory Ewing,17570.63,16451.99,13519.51,19148.3,20227.36,14696.03,20289.63,12551.81,15287.62,20721.96,35707.34,11435.37,33,0,2801,493,45947.548836923575,5,1,0,0
713,Omar Lamb,2215.3,2277.19,3261.12,2046.34,3267.32,2319.16,2281.2,6723.45,4369.87,4408.77,3582.58,3772.75,64,0,2364,695,7093.588285676162,11,0,3,2
714,Christine Kim,13050.53,11382.88,14721.12,25961.02,24823.06,38288.54,12546.45,10857.23,11645.46,12692.55,11654.86,13635.77,59,0,2625,394,28566.49214598493,8,0,3,2
715,Jim Castillo,7004.34,6548.26,16563.49,14073.05,4298.17,6419.78,4510.7,5673.74,5828.22,6775.7,5331.61,7081.51,57,0,1448,720,13790.211512738397,5,0,1,1
716,Laura Marshall,2644.7,3244.47,2747.99,3085.43,3960.14,3699.9,2680.48,3289.26,6325.1,5636.07,2248.5,3182.72,78,1,1546,848,6707.696031441018,7,0,3,1
717,Tom Wilson,41418.48,52153.4,55311.48,15457.65,14764.28,21551.2,16229.95,16953.0,21867.4,17903.94,14437.51,19255.27,45,1,3620,429,47058.07801368558,8,1,0,1
718,Ricardo Davis,10663.61,17412.53,15144.19,13009.5,31435.37,28605.67,42336.67,45605.77,29654.12,42905.2,43562.84,38319.03,36,0,2404,431,40055.47044290796,12,0,1,7
719,Theresa Greene,8487.21,9851.26,10955.97,7955.24,12086.19,11019.5,8354.58,10251.46,19459.55,20010.35,11425.79,10374.66,29,0,3359,525,19498.936616736635,5,0,2,1
720,Omar Pierce,5363.53,4167.97,4152.77,5058.38,5380.71,3925.94,3276.47,3613.25,3870.51,9894.17,5369.4,3693.64,29,1,4909,800,12310.03822556169,11,0,2,0
721,Lauren Mccarty,7425.34,5871.69,6252.26,5999.6,27560.5,25916.87,19989.37,19450.13,23437.72,21437.54,15070.69,21759.25,16,0,2745,564,17733.873585008794,6,1,0,4
722,Kristine Allen,20617.42,16480.75,13896.44,11250.91,13705.84,21524.79,21434.25,31919.32,33756.79,23699.22,20368.76,20356.79,26,0,2574,793,47483.94245975966,4,1,0,4
723,Brent Terry,10678.22,10027.04,7373.93,7484.51,9930.04,10849.91,11534.19,8931.09,25963.65,9859.26,7108.32,8611.52,31,1,4796,775,18549.16943830016,8,0,3,0
724,Marissa Mata,4200.56,3938.59,7061.41,2768.36,2949.53,3627.77,2715.0,3763.96,2711.0,2907.46,4470.41,3146.92,44,1,764,524,8066.269346254951,9,0,3,0
725,Danielle Farmer,16460.06,20303.91,15233.59,15743.98,15308.0,21369.76,22335.88,22878.58,21909.87,44694.52,52903.39,20328.37,15,0,1438,841,42971.44700985993,7,0,3,1
726,Julie Wells,12238.85,11421.97,8238.52,9829.38,15845.4,18749.35,17453.8,21401.89,13160.44,9705.95,11378.46,13614.6,72,1,1327,664,29183.66140906629,7,1,0,2
727,Amanda Wheeler,15854.01,16594.99,13810.61,17122.77,13903.81,11348.58,17037.05,16797.0,11096.43,9355.52,7657.8,10910.4,73,1,1118,348,19949.25744031848,5,1,0,0
728,Ricardo Hooper,15862.12,21793.7,36200.94,32275.51,23538.92,27051.9,10159.68,13920.1,12624.53,11149.91,15920.6,12438.87,78,1,3630,603,31106.989388153375,11,0,3,4
